FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.271,271,ACT,QEII Family Centre,810000084,,Hospital,0090020F,129 Carruthers ST,Curtin 2605,0,Major Cities,10,O1,Early parenting centres,No,No,No,No,E5,Mothercraft,149.0791,-35.3233,ROOFTOP,establishment,POINT (-35.3233425 149.0791347)
aihw_hospital_statistics_2012_2013.272,272,NSW,Justice Health,1117C1010,,Hospital,0012860K,Anzac PDE,Malabar 2036,0,Major Cities,345.9,Ps,Psychiatric public,Yes,No,No,No,C1,Medium (group 1),151.2428,-33.97,ROOFTOP,establishment,POINT (-33.9699747 151.2428399)
aihw_hospital_statistics_2012_2013.273,273,NSW,Children's Hospital Westmead,1163A2070,,Hospital,0010300T,178 Hawkesbury RD,Westmead 2145,0,Major Cities,280.8,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,150.9884,-33.8024,ROOFTOP,establishment,POINT (-33.8024225 150.9883929)
aihw_hospital_statistics_2012_2013.274,274,NSW,Sacred Heart Hospice,1169A2090,,Hospital,0010400K,170 Darlinghurst RD,Darlinghurst 2010,0,Major Cities,69.6,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,151.2193,-33.8805,ROOFTOP,establishment,POINT (-33.8805156 151.2193073)
aihw_hospital_statistics_2012_2013.275,275,NSW,St Vincent's Darlinghurst,1169A2120,,Hospital,0010460Y,390 Victoria ST,Darlinghurst 2010,0,Major Cities,363.8,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,151.2208,-33.8805,ROOFTOP,establishment,POINT (-33.880545399999995 151.2207522)
aihw_hospital_statistics_2012_2013.276,276,NSW,St Joseph's Auburn,1169D2130,,Hospital,0010430F,19a Alice ST,Auburn 2144,0,Major Cities,71.5,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,151.0727,-33.9256,ROOFTOP,establishment,POINT (-33.9255886 151.0727416)
aihw_hospital_statistics_2012_2013.277,277,NSW,Balmain,1170A2010,,Hospital,0010030Y,29 Booth ST,Balmain 2041,0,Major Cities,74.2,S2,Other small public acute,Yes,No,No,No,E9,Other non-acute,151.1818,-33.8592,ROOFTOP,establishment,POINT (-33.859169 151.1818318)
aihw_hospital_statistics_2012_2013.278,278,NSW,Canterbury,1170A2020,,Hospital,0010090J,575 Canterbury RD,Campsie 2194,0,Major Cities,172.4,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,151.0984,-33.9194,ROOFTOP,establishment,POINT (-33.9194418 151.0983962)
aihw_hospital_statistics_2012_2013.279,279,NSW,Royal Prince Alfred,1170A2080,,Hospital,0010320k,50 Missenden RD,Camperdown 2050,0,Major Cities,753.2,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,151.1826,-33.8895,ROOFTOP,establishment,POINT (-33.88954069999999 151.1825718)
aihw_hospital_statistics_2012_2013.280,280,NSW,RPAH Institute of Rheumatology & Orthopaedics,1170A2390,,Hospital,,57-59 Missenden RD,Camperdown 2050,0,Major Cities,24.6,O3,Other public acute specialised,Yes,No,Yes,No,C2,Medium (group 2),151.1804,-33.8884,ROOFTOP,doctor,POINT (-33.8883524 151.1804413)
aihw_hospital_statistics_2012_2013.731,731,VIC,Austin Health,NET003399,,Network,,,Various,,,,,,No,No,No,No,A1,Principal referral,145.0603,-37.7564,ROOFTOP,establishment,POINT (-37.7564117 145.0602786)
aihw_hospital_statistics_2012_2013.281,281,NSW,Karitane Mothercraft Society,1171C2030,,Hospital,0010150L,53-65 Mitchell ST,Carramar 2163,0,Major Cities,18.5,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,150.9663,-33.8805,ROOFTOP,establishment,POINT (-33.8804729 150.9663233)
aihw_hospital_statistics_2012_2013.282,282,NSW,Camden,1171D2050,,Hospital,0010870B,65 Menangle RD,Camden 2570,0,Major Cities,56.7,S2,Other small public acute,Yes,Yes,No,No,D2,Small non-acute,150.6939,-34.0625,ROOFTOP,establishment,POINT (-34.062501 150.6938819)
aihw_hospital_statistics_2012_2013.283,283,NSW,Fairfield,1171D2060,,Hospital,0010110Y,360 Prairie Vale RD,Prairiewood 2176,0,Major Cities,208,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,150.9028,-33.8619,ROOFTOP,establishment,POINT (-33.8619022 150.9027797)
aihw_hospital_statistics_2012_2013.284,284,NSW,Liverpool,1171D2090,,Hospital,0010200X,Lot 2 Elizabeth ST,Liverpool 2170,0,Major Cities,738.6,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,150.9303,-33.9203,ROOFTOP,convenience_store,POINT (-33.9202646 150.9302546)
aihw_hospital_statistics_2012_2013.285,285,NSW,Bankstown/ Lidcombe,1171D2270,,Hospital,0010040X,68 Eldridge RD,Bankstown 2200,0,Major Cities,392.5,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,151.0208,-33.9331,ROOFTOP,establishment,POINT (-33.9331248 151.0208428)
aihw_hospital_statistics_2012_2013.286,286,NSW,Braeside,1171D2280,,Hospital,0012830W,340 Prairie Vale RD,Prairiewood 2176,0,Major Cities,72,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,150.9028,-33.8619,ROOFTOP,establishment,POINT (-33.8619022 150.9027797)
aihw_hospital_statistics_2012_2013.287,287,NSW,Bowral,1171N2190,,Hospital,0010690H,Lot 3 Mona RD,Bowral 2576,1,Inner Regional,70.8,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),151.0599,-33.9507,ROOFTOP,street_address,POINT (-33.9507337 151.05990049999997)
aihw_hospital_statistics_2012_2013.288,288,NSW,Sydney/ Sydney Eye,1172A2330,,Hospital,0010500H,8 Macquarie ST,Sydney 2000,0,Major Cities,66.8,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),151.2122,-33.8682,ROOFTOP,establishment,POINT (-33.8681622 151.2122224)
aihw_hospital_statistics_2012_2013.289,289,NSW,Sydney Dental,1172C1530,,Hospital,,2 Chalmers ST,Surry Hills 2010,0,Major Cities,0,O5,Unpeered,No,No,No,No,G,Un-peered and other,151.2079,-33.8843,ROOFTOP,dentist,POINT (-33.8842836 151.2079447)
aihw_hospital_statistics_2012_2013.290,290,NSW,Calvary,1172C2020,,Hospital,0012520J,91-101 Rocky Point RD,Kogarah 2217,0,Major Cities,106.3,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,151.1363,-33.9759,ROOFTOP,establishment,POINT (-33.9759439 151.1363039)
aihw_hospital_statistics_2012_2013.291,291,NSW,Waverley War Memorial,1172C2060,,Hospital,0012590W,125 Birrell ST,Waverley 2024,0,Major Cities,35,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,151.2535,-33.8974,ROOFTOP,establishment,POINT (-33.8973738 151.2534857)
aihw_hospital_statistics_2012_2013.292,292,NSW,Coledale,1173P2030,,Hospital,0010970Y,636 Lawrence Hargrave DR,Coledale 2515,0,Major Cities,38,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,150.9508,-34.2838,ROOFTOP,establishment,POINT (-34.2837822 150.950846)
aihw_hospital_statistics_2012_2013.293,293,NSW,Kiama,1173P2040,,Hospital,,1 Bonaira ST,Kiama 2533,1,Inner Regional,20,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,150.8507,-34.6826,ROOFTOP,establishment,POINT (-34.6825704 150.8507499)
aihw_hospital_statistics_2012_2013.294,294,NSW,Milton and Ulladulla,1173P2050,,Hospital,0011740F,104 Princes HWY,Milton 2538,1,Inner Regional,25.3,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),150.439,-35.3174,ROOFTOP,establishment,POINT (-35.3173756 150.43901029999998)
aihw_hospital_statistics_2012_2013.295,295,NSW,Port Kembla,1173P2060,,Hospital,0012480A,89-91 Cowper ST,Warrawong 2502,0,Major Cities,56.2,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E4,Rehabilitation,150.8814,-34.4854,ROOFTOP,establishment,POINT (-34.4853985 150.8814187)
aihw_hospital_statistics_2012_2013.296,296,NSW,Shoalhaven Memorial,1173P2070,,Hospital,0012060Y,2 Shoalhaven ST,Nowra 2541,1,Inner Regional,155.1,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,150.5953,-34.8688,ROOFTOP,establishment,POINT (-34.8687776 150.5953049)
aihw_hospital_statistics_2012_2013.297,297,NSW,Wollongong,1173P2080,,Hospital,0012400W,348 Crown ST,Wollongong 2500,0,Major Cities,484.6,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,150.8835,-34.4248,ROOFTOP,establishment,POINT (-34.42476 150.88353)
aihw_hospital_statistics_2012_2013.298,298,NSW,Shellharbour,1173P2110,,Hospital,0010060T,15-17 Madigan BVD,Mount Warrigal 2528,0,Major Cities,165.5,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,150.8413,-34.559,ROOFTOP,establishment,POINT (-34.5590196 150.8413165)
aihw_hospital_statistics_2012_2013.299,299,NSW,Illawarra Mental Health Services,1173P2170,,Hospital,,15-17 Madigan BVD,Shellharbour Square 2529,0,Major Cities,0,O5,Unpeered,No,No,No,No,G,Un-peered and other,150.8413,-34.559,ROOFTOP,establishment,POINT (-34.5590196 150.8413165)
aihw_hospital_statistics_2012_2013.300,300,NSW,Auburn,1174D2010,,Hospital,0010020A,18-20 Hargrave RD,Auburn 2144,0,Major Cities,123.9,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,151.033,-33.8606,ROOFTOP,establishment,POINT (-33.8606066 151.0329788)
aihw_hospital_statistics_2012_2013.301,301,NSW,Blacktown,1174D2030,,Hospital,0012490Y,44 Blacktown RD,Blacktown 2148,0,Major Cities,336.8,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,150.9175,-33.7758,ROOFTOP,establishment,POINT (-33.7758209 150.9174729)
aihw_hospital_statistics_2012_2013.302,302,NSW,Mount Druitt,1174D2180,,Hospital,0012780K,75 Railway ST,Mount Druitt 2770,0,Major Cities,133.5,M,Medium public acute,Yes,Yes,Yes,No,B1,Large Major cities,150.8296,-33.7659,ROOFTOP,establishment,POINT (-33.765891 150.82963989999996)
aihw_hospital_statistics_2012_2013.303,303,NSW,Westmead,1174D2240,,Hospital,0012760T,166 Darcy RD,Westmead 2145,0,Major Cities,788.3,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,150.9886,-33.8049,ROOFTOP,establishment,POINT (-33.80492509999999 150.9885663)
aihw_hospital_statistics_2012_2013.304,304,NSW,Blue Mountains,1175D2040,,Hospital,0010730T,Lot 3 Woodlands RD,Katoomba 2780,0,Major Cities,92.9,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),150.321,-33.7051,ROOFTOP,establishment,POINT (-33.7051183 150.32096689999997)
aihw_hospital_statistics_2012_2013.305,305,NSW,Springwood,1175D2140,,Hospital,0012730Y,7-9 Huntley Grange RD,Springwood 2777,0,Major Cities,29.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,150.5711,-33.6907,ROOFTOP,establishment,POINT (-33.6907137 150.5710908)
aihw_hospital_statistics_2012_2013.306,306,NSW,Hawkesbury,1175D2290,,Hospital,0017140B,Cnr Macquarie and Day St,Windsor 2756,0,Major Cities,97,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,150.8204,-33.6104,ROOFTOP,establishment,POINT (-33.6104319 150.8203877)
aihw_hospital_statistics_2012_2013.307,307,NSW,Tresillian Wentworth,1175D2300,,Hospital,,1b Barber AV,Kingswood 2747,0,Major Cities,35.5,O1,Early parenting centres,Yes,No,No,No,E5,Mothercraft,150.7131,-33.7579,ROOFTOP,establishment,POINT (-33.7579172 150.7131316)
aihw_hospital_statistics_2012_2013.308,308,NSW,Lithgow,1175L2130,,Hospital,0011600W,2 Col Drewe DR,Lithgow 2790,1,Inner Regional,36.6,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),150.1276,-33.499,ROOFTOP,establishment,POINT (-33.4989993 150.1275995)
aihw_hospital_statistics_2012_2013.309,309,NSW,Portland,1175L2200,,Hospital,0011960T,20 Green ST,Portland 2847,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,149.9789,-33.3579,ROOFTOP,establishment,POINT (-33.357898 149.978896)
aihw_hospital_statistics_2012_2013.310,310,NSW,Greenwich,1176B2080,,Hospital,0012510K,97-115 River RD,Greenwich 2065,0,Major Cities,78.8,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,E9,Other non-acute,151.1833,-33.8274,ROOFTOP,establishment,POINT (-33.827369 151.18333589999997)
aihw_hospital_statistics_2012_2013.311,311,NSW,Neringah,1176B2090,,Hospital,0010130W,4-12 Neringah AV,Wahroonga South 2076,0,Major Cities,19,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,151.1146,-33.7176,ROOFTOP,establishment,POINT (-33.7176141 151.114566)
aihw_hospital_statistics_2012_2013.312,312,NSW,Manly,1176B2120,,Hospital,0010220T,150 Darley RD,Manly 2095,0,Major Cities,155,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,151.2949,-33.8054,ROOFTOP,establishment,POINT (-33.805435 151.2948677)
aihw_hospital_statistics_2012_2013.313,313,NSW,Mona Vale,1176B2140,,Hospital,0012470B,18 Coronation ST,Mona Vale 2103,0,Major Cities,162.4,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,151.3068,-33.6851,ROOFTOP,establishment,POINT (-33.685090499999994 151.30680519999999)
aihw_hospital_statistics_2012_2013.314,314,NSW,Royal Rehabilitation,1176B2210,,Hospital,0012600J,227 Morrison RD,Ryde 2112,0,Major Cities,100,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,151.1073,-33.8223,ROOFTOP,establishment,POINT (-33.8223257 151.1072755)
aihw_hospital_statistics_2012_2013.315,315,NSW,Woy Woy,1177B2030,,Hospital,0012650Y,7 Kathleen ST,Woy Woy 2256,0,Major Cities,24.2,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,151.3207,-33.4973,ROOFTOP,establishment,POINT (-33.4973098 151.32066909999998)
aihw_hospital_statistics_2012_2013.316,316,NSW,Armidale,1180J2010,,Hospital,0010570T,226 Rusden ST,Armidale 2350,1,Inner Regional,91.9,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),151.6549,-30.512,ROOFTOP,establishment,POINT (-30.5120389 151.65486069999997)
aihw_hospital_statistics_2012_2013.317,317,NSW,Barraba (MPS),1180J2020,,Hospital,0010620Y,1 Edward ST,Barraba 2347,2,Outer Regional,22,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,150.6056,-30.3823,ROOFTOP,establishment,POINT (-30.3823029 150.6056222)
aihw_hospital_statistics_2012_2013.318,318,NSW,Bingara (MPS),1180J2030,,Hospital,0010710X,1 Keera ST,Bingara 2404,2,Outer Regional,7,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,150.5621,-29.8678,ROOFTOP,street_address,POINT (-29.867757599999997 150.56214810000003)
aihw_hospital_statistics_2012_2013.319,319,NSW,Boggabri (MPS),1180J2040,,Hospital,0010740L,3 Wee Waa ST,Boggabri 2382,2,Outer Regional,19.9,VS,Very small public,Yes,Yes,No,No,G,Un-peered and other,150.0402,-30.7117,ROOFTOP,establishment,POINT (-30.711653 150.0402431)
aihw_hospital_statistics_2012_2013.320,320,NSW,Glen Innes,1180J2050,,Hospital,0011240B,94 Taylor ST,Glen Innes 2370,2,Outer Regional,35.5,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D1,Small regional acute,151.7323,-29.733,ROOFTOP,establishment,POINT (-29.732955499999996 151.7322904)
aihw_hospital_statistics_2012_2013.321,321,NSW,Gunnedah,1180J2060,,Hospital,0011370T,2 Marquis ST,Gunnedah 2380,2,Outer Regional,33.9,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D1,Small regional acute,150.2491,-30.9847,ROOFTOP,establishment,POINT (-30.9847125 150.2490669)
aihw_hospital_statistics_2012_2013.322,322,NSW,Guyra (MPS),1180J2070,,Hospital,0011380L,44-48 Sole ST,Guyra 2365,2,Outer Regional,22,S2,Other small public acute,Yes,Yes,No,No,E9,Other non-acute,151.6792,-30.2127,ROOFTOP,street_address,POINT (-30.212657399999998 151.6791754)
aihw_hospital_statistics_2012_2013.323,323,NSW,Inverell,1180J2080,,Hospital,0011460L,41-61 Swanbrook RD,Inverell 2360,2,Outer Regional,33.8,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),151.1293,-29.7706,ROOFTOP,establishment,POINT (-29.770603099999995 151.129266)
aihw_hospital_statistics_2012_2013.324,324,NSW,Moree,1180J2120,,Hospital,0011760A,35 Alice ST,Moree 2400,2,Outer Regional,39.9,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),149.8391,-29.4704,ROOFTOP,establishment,POINT (-29.4704333 149.8391488)
aihw_hospital_statistics_2012_2013.325,325,NSW,Prince Albert Tenterfield,1180J2140,,Hospital,0011970L,1-5 Naas ST,Tenterfield 2372,2,Outer Regional,18,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,152.0133,-29.0449,ROOFTOP,establishment,POINT (-29.0449453 152.0132982)
aihw_hospital_statistics_2012_2013.326,326,NSW,Tingha (MPS),1180J2170,,Hospital,0012130A,1 Inverell RD,Tingha 2369,2,Outer Regional,0,OT,Outpatient hospital,No,Yes,No,No,G,Un-peered and other,150.577,-29.544,ROOFTOP,street_address,POINT (-29.543973899999997 150.5769729)
aihw_hospital_statistics_2012_2013.327,327,NSW,Vegetable Creek (MPS),1180J2180,,Hospital,0012240W,13-33 Glen Innes RD,Emmaville 2371,2,Outer Regional,17,VS,Very small public,Yes,Yes,No,No,G,Un-peered and other,151.181,-33.8224,ROOFTOP,subpremise,POINT (-33.8224241 151.1810298)
aihw_hospital_statistics_2012_2013.328,328,NSW,Walcha (MPS),1180J2190,,Hospital,0012270K,7 South ST,Walcha 2354,2,Outer Regional,9,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,151.1639,-33.9255,ROOFTOP,subpremise,POINT (-33.925543 151.163859)
aihw_hospital_statistics_2012_2013.329,329,NSW,Wee Waa,1180J2210,,Hospital,0012330T,60 Alma ST,Wee Waa 2388,2,Outer Regional,14,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,149.4481,-30.2253,ROOFTOP,establishment,POINT (-30.225264799999998 149.4480785)
aihw_hospital_statistics_2012_2013.330,330,NSW,Bulahdelah - Myall Lakes,1180J2230,,Hospital,0010840J,1 Richmond ST,Bulahdelah 2423,1,Inner Regional,0,VS,Very small public,No,Yes,No,No,G,Un-peered and other,150.7539,-33.6003,ROOFTOP,bar,POINT (-33.600325 150.753931)
aihw_hospital_statistics_2012_2013.331,331,NSW,Manning,1180J2250,,Hospital,0011680A,26 York ST,Taree 2430,1,Inner Regional,167.3,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,152.4547,-31.9102,ROOFTOP,establishment,POINT (-31.910177399999995 152.4547463)
aihw_hospital_statistics_2012_2013.332,332,NSW,Wingham,1180J2260,,Hospital,0012610H,32 Bungay RD,Wingham 2429,1,Inner Regional,32,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,E4,Rehabilitation,152.3661,-31.8773,ROOFTOP,establishment,POINT (-31.877318099999997 152.366088)
aihw_hospital_statistics_2012_2013.333,333,NSW,Cessnock,1180Q2020,,Hospital,0010940F,Lot 1 View ST,Cessnock 2325,1,Inner Regional,50,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),151.2062,-33.868,ROOFTOP,bar,POINT (-33.868009 151.206176)
aihw_hospital_statistics_2012_2013.334,334,NSW,Dungog,1180Q2030,,Hospital,0011190X,58 Hospital RD,Dungog 2420,1,Inner Regional,15,S2,Other small public acute,Yes,Yes,No,No,D1,Small regional acute,151.7462,-32.4019,ROOFTOP,establishment,POINT (-32.40185019999999 151.7462074)
aihw_hospital_statistics_2012_2013.335,335,NSW,Kurri Kurri,1180Q2050,,Hospital,0011540L,432 Lang ST,Kurri Kurri 2327,0,Major Cities,42.3,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D2,Small non-acute,151.463,-32.825,ROOFTOP,establishment,POINT (-32.8250166 151.463018)
aihw_hospital_statistics_2012_2013.336,336,NSW,Maitland,1180Q2060,,Hospital,0011650H,550 High ST,Maitland 2320,0,Major Cities,194,M,Medium public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,151.5454,-32.7258,ROOFTOP,establishment,POINT (-32.7257763 151.545378)
aihw_hospital_statistics_2012_2013.337,337,NSW,Merriwa (MPS),1180Q2080,,Hospital,0011720J,1 Mackenzie ST,Merriwa 2329,2,Outer Regional,8,VS,Very small public,Yes,Yes,No,No,G,Un-peered and other,151.1726,-33.7714,ROOFTOP,premise,POINT (-33.77136899999999 151.17258709999996)
aihw_hospital_statistics_2012_2013.338,338,NSW,Denman (MPS),1180Q2100,,Hospital,0010810T,51-53 Ogilvie ST,Denman 2328,1,Inner Regional,17,VS,Very small public,No,Yes,No,No,G,Un-peered and other,150.6844,-32.3896,ROOFTOP,establishment,POINT (-32.389614 150.6844201)
aihw_hospital_statistics_2012_2013.339,339,NSW,Belmont,1180Q2140,,Hospital,0012550B,16 Croudace Bay RD,Belmont 2280,0,Major Cities,98.6,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),151.6482,-33.0247,ROOFTOP,establishment,POINT (-33.0247004 151.6481805)
aihw_hospital_statistics_2012_2013.340,340,NSW,Singleton,1180Q2170,,Hospital,0012070X,Lot 20 Dangar RD,Singleton 2330,1,Inner Regional,47.4,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),151.1836,-32.5657,ROOFTOP,premise,POINT (-32.5656685 151.1835911)
aihw_hospital_statistics_2012_2013.341,341,NSW,Murrurundi,1180Q2190,,Hospital,0012390B,59 O'Connell ST,Murrurundi 2338,2,Outer Regional,18,S2,Other small public acute,Yes,Yes,No,No,G,Un-peered and other,150.8348,-31.7704,ROOFTOP,establishment,POINT (-31.7704276 150.8348206)
